"uID","rec1","rec2","rec3","rec4","rec5","rec6","rec7","rec8","rec9","rec10","rec11","rec12","rec13","rec14","rec15","rec16","rec17","rec18","rec19","rec20","rec21","rec22","rec23","rec24","rec25","rec26","rec27","rec28","rec29","rec30","rec31","rec32","rec33","rec34","rec35","rec36","rec37","rec38","rec39","rec40","rec41","rec42","rec43","rec44","rec45","rec46","rec47","rec48","rec49","rec50","rec51","rec52","rec53","rec54","rec55","rec56","rec57","rec58","rec59","rec60","rec61","rec62","rec63","rec64","rec65","rec66","rec67","rec68","rec69","rec70","rec71","rec72","rec73","rec74","rec75","rec76","rec77","rec78","rec79","rec80","rec81","rec82","rec83","rec84","rec85","rec86","rec87","rec88","rec89","rec90","rec91","rec92","rec93","rec94","rec95","rec96","rec97","rec98","rec99","rec100"
1,0.0450298018146817,2.9191323516204,3.03828439150428,2.60055621873278,3.2448765130016,4.6199747595849,0.937728107335369,2.6820291831066,3.9683218423944,2.37331262742658,3.9382811534155,4.44810517365507,11.2536867630137,4.25809401433011,0.284372882946759,3.49468242149906,4.29185434725461,0.166354182884849,0.151641448969698,3.7013573536805,5.00935382226693,4.17785942878466,0.388251148948296,5.09011972833298,4.80057053745886,4.81660773840563,0.303940161812509,3.21251644162674,2.6885311883379,4.20137204382265,4.2877004652079,3.3274295108419,3.132923759498,5.6726340892937,0.4888799659347,1.2744348393769,4.975005360262,5.14843204425004,3.82429682832375,3.455536035437,3.35283851789919,0.258399921940203,4.94344659946782,4.57797830465665,6.0953976682837,2.9106499904719,6.1739730450019,1.923963792202,0.994891328158559,2.17738480324518,0.774883162423558,4.544952682786,4.60143406290845,6.81004619137198,2.3253888915746,7.365585430712,1.624651819898,6.00067018206764,4.23163144325298,2.3676030316329,5.476414849076,5.6482715194978,1.791165152952,6.14326060703324,5.005766562097,0.774144728038999,6.9926133762721,0.97592200988416,8.19251930437814,3.86179574732999,3.08425670186694,1.101115482274,0.699474178439001,4.68008600245287,10.9992436604617,1.7234500533786,10.3025019928276,3.38507369720001,4.43082790989065,1.50863080424555,2.8167095373184,3.68301054713773,5.95545092061228,1.82442138094,4.67407433899,3.59050766430549,5.9799688991205,2.0580281770262,3.882577623221,1.57093791743067,1.22260166360117,0.827673926698949,0.767724645954099,0.967395953989399,1.25656353607027,1.0924521981358,4.44562273105074,4.03507313604051,5.58950323659426,0.339696928276501
5,1.23780867806183,3.18836542131726,5.97550244272969,2.16065988510361,2.2440112308368,4.08840151409073,2.622119939196,2.9909166299629,1.64713964153865,3.0906789481392,4.01761587811415,1.9967473490582,0.0169709200132999,4.44114846031299,1.95426835468038,0.214421802669401,0.81632261970239,1.4614458596366,1.85079403215764,0.0797567730084872,1.68278854898313,2.27705538306549,3.862516018642,2.0922656529848,1.7044182447961,4.0528612662716,2.0160716195675,3.08020559250226,0.926555398331001,0.582777922187926,0.924583665170079,5.4246662812482,0.99808231582518,3.1128836136329,3.39902965249883,1.9242942435811,3.92240515366881,5.2000533365172,1.7109084740128,4.26254346697294,3.32677790966062,1.45154618614354,1.34347264965479,2.24485137154798,4.1194227571697,2.05567048555788,1.97453719650444,2.945888196665,5.481606626588,1.50919598458553,3.85579753293286,1.983528374412,1.620008197648,5.4862857949339,1.58899862996192,3.9786708195318,2.3218465001556,4.18780595322408,1.66943528233617,0.0893907322509992,3.0720473026398,1.4138800725102,1.1251853007394,4.80662675745392,0.409239322207201,3.8003404195724,1.327108396315,0.635836040516007,3.087021336271,3.73717850601972,3.1928237773289,3.31039409155916,0.117485466363,0.9335426868184,2.26028911966256,2.51636170234765,1.418269913034,5.47568538038802,3.85642546930645,1.204111500801,3.96097393039872,1.9074592415808,6.9714466950894,3.43326246698004,0.487388082182695,1.36906063195649,1.8273767967058,0.402261460412099,0.788812916269,1.06310466721595,0.7933846122038,2.1558977145512,0.856749934720999,3.3237588429906,0.244244935858615,3.00427416523932,1.64959486934408,0.252477261184481,7.6151839586396,2.5444659236321
7,0.92080054831319,7.3893954426519,0.0566454832801995,6.0905967451474,9.47717378119352,2.83905173141941,8.8816231178036,6.50769706472765,9.3523304360821,7.8823561424872,4.65020374393108,0.273772945811162,0.285443412956775,3.2422017182308,6.8545228966884,7.73877882748097,7.14043924066038,9.46655893760677,2.72253200867029,9.44009472896344,0.746764665603598,9.89353406321662,9.0861093733446,3.5887236219696,6.34520267821822,0.742522260097701,3.33454192944372,4.11086042877997,1.02400224258654,0.691421811576001,4.76105597192048,4.8446933648812,7.19192126552722,7.68117318754187,1.465397864766,5.792286278233,5.37253141150308,1.9953367454708,1.3713550246245,2.30110042117955,2.34942712454573,3.5520397479194,4.0509900185442,5.5057563358342,1.38273663547276,3.20027084654472,5.02957255798117,3.4530542806251,2.5331294522676,0.357593003271599,4.108543216452,3.31683143325654,5.46215652823,5.3459783219652,1.8783968109394,0.3636085214656,6.36059808322268,0.938593005136219,2.88568571746303,10.077010144545,0.556913836237711,3.04313059855946,0.4440248941636,3.5151877166374,6.82991132338109,4.9323498172747,3.20736975142128,5.6668427963945,4.358259703121,3.352860689403,1.2957581221446,1.10072304270388,9.35716749411278,5.3361986501558,2.5647319167311,6.23292478804366,1.6125358309292,3.39336965693586,1.36091823676737,2.32732320172064,2.66076027657786,4.1642348036226,0.0787305533077802,4.8124879541396,4.82000522775734,3.02926399680775,5.8338429959518,0.66098836169336,1.31819672966589,0.566872305053001,3.4763008971354,0.88956699099009,1.3697344061617,5.03062404662758,4.04741736068817,0.57413356425866,4.6415157197636,3.62239678429405,5.63503727313577,1.90054001740446
8,4.248825201398,1.8091516739134,3.0561412131962,2.13257832356875,3.5640166576382,1.2111322605757,2.4425961515498,3.4414370510378,0.500777267044,3.627253338449,1.75453950831,2.129992046324,0.702655249449059,1.4447820156897,1.0596428009856,0.727998740989719,2.7325214853436,2.070388886904,0.834577466275491,2.4916889125836,2.1588591583096,3.03691745483995,2.04635416132382,4.62185911916,2.4545001097666,3.715644155412,2.81370948725358,1.546757141607,3.35640816616625,3.7577107584755,1.16403565036,1.1622790259186,1.00494797513252,1.60163947161377,0.879688651145289,0.866309435428201,5.24965997204452,0.663756490477219,4.012507694524,1.25749890777755,1.8841896077101,4.41751407603555,2.7743687611145,0.1336406696367,0.115793964670599,1.6274104299204,1.61525394570931,3.775656294768,1.1626693489558,1.4269060312566,1.442531864845,0.628402378137501,0.646257199254201,0.769206120146201,0.787969805074242,0.800070282160201,2.152097248887,5.619501556377,2.038149603067,1.8560053515524,2.758273771078,1.22049660816894,3.36422652451007,3.06741892706837,1.4124524136974,1.76945214561012,1.34067032417812,5.676009436856,2.2455322424362,5.64454442269904,1.93424959831103,1.31152889262,0.855107122898001,5.16971196843707,2.406989933105,5.99605156352848,1.02555050777093,0.60099802555319,5.8348134154138,2.1523316401774,3.5031363111322,5.9258204693373,1.67153020896522,0.762579411246199,4.90758576426004,3.07053184795626,3.64693854887865,2.609231932904,2.4193998450545,2.1180422177284,1.58248881595986,2.18277403437992,1.92967227178062,4.94267250202014,5.12552728027291,0.401787037740934,3.17542359610608,1.21938812929577,1.0382439787561,2.26420278191879
11,1.9077217893111,2.318130657363,4.8495647280612,3.985148139888,2.4111849603354,1.758659366679,1.2539810742572,5.517790104361,5.621571408756,1.6717518678764,1.26148603493784,4.997465956306,2.75891920454292,0.166952940017431,4.531719958671,2.61927345184187,0.373950851029999,1.0824639725864,0.4656378906838,0.419176839861558,1.2244547386946,1.66200539064589,3.06396504347077,0.246934120083999,3.73409107042644,0.813334674742,0.781114178956999,1.394902655328,1.7102261047532,1.88120979312703,3.30765001270318,1.96539169158295,0.879686212563449,2.7029773987682,1.8514307883223,0.681920136012851,1.04592485748,0.683660271185298,1.362691926978,1.05372744843,1.136935869263,3.3145428183543,1.052899489491,0.00883470616195936,4.83195426323836,1.9970780707659,3.2673822154204,1.142414196106,3.8495503566254,1.83930214048714,4.913607366821,0.483313445794998,3.292528873724,1.04199917392483,0.236450230939319,1.56266051555437,0.566718271801001,1.675030677479,1.68037575500552,0.836279475928201,2.2005928497534,5.71726166604066,2.324970680124,0.00608925868099952,0.934202375626001,5.96018802904405,0.268119467264599,0.836316648530001,1.75778050054492,0.994159129344,1.52297449012315,1.51480986436268,1.82172376625915,2.0868765226065,2.997108221882,0.223694666488401,0.777579133589999,1.47725845017712,5.437684764725,3.21100120336725,3.22730119692036,1.219503329465,1.7356435979794,1.87648536526588,2.70948144762948,0.359094140717401,0.88671056558228,3.548389502876,1.73647818661719,4.5686228299465,3.3576268638532,4.553585535823,0.932956019387001,1.0397890606174,5.77384724662,1.7381307914155,1.2913710994611,1.84012092785656,2.48710299000604,0.461269104803801
13,0.626224573338003,8.871887813934,0.752269135669003,0.118118118716296,0.373780907629101,4.147109180949,1.28263999172562,0.0506433152853845,1.68501434261843,1.543363454093,1.8051394873049,2.16557793729486,0.47599111531521,0.360493606779382,1.915884441799,1.524409827817,2.7808175542701,1.25408866314772,2.556432352574,1.7795386883717,3.00058549633796,2.64546527433336,0.17355048972,3.1376225662758,3.25237229359462,0.655162111937496,2.7122050261503,2.6744169888398,1.52808994357736,0.843743418042781,2.9164764995352,2.90989847200062,2.78586983949866,4.00247523731433,11.006676319663,2.598979986018,12.3848571240569,0.7335397896342,3.0970543782906,4.00894907205691,3.9242856419028,3.3130529397756,3.5219450127256,2.8625246137845,0.652279889371,4.50418832345024,0.873489082695404,3.85394981750551,3.57228404365706,1.5696700890881,4.598050238019,3.213953121489,3.408085687986,2.6739935976224,2.89084818647,4.246943931014,3.589138984575,2.75011641902142,3.32930806342,3.394252988584,5.3075170485728,9.6776452718575,5.53689090403748,5.78531456094803,3.0140416545506,4.1060361636238,5.71715151730245,5.045752581806,3.5385458380011,5.42099020871198,3.8944553728384,10.3586122769961,2.3310712381074,5.6103408396913,12.77907892553,8.866521479249,0.704598498695711,2.88720045669135,6.00355715943341,3.3727485738625,7.0468083399597,10.548769456555,6.488604723236,10.3705046991588,2.35850947509153,7.92235117557143,9.2738778089788,0.642142536204101,7.094073355724,7.94466613608228,3.2614752509343,7.865403983677,7.968552295083,9.79397169955453,8.74591033055867,6.99891051735924,4.3990978639128,3.928432187747,2.854714403782,6.03663415076844
14,5.32657280230992,6.29272448606495,0.768190955783501,9.819436036206,6.92365651672079,2.37204856344182,10.6443445484417,5.981001814907,1.94856626787146,9.90148690426541,9.53790924304647,0.370014883003,8.02488391846457,5.39669149094213,8.38969118391642,7.09848389878294,4.0228212960548,8.30793670781577,0.879345287079399,0.570445034285079,9.19883008536158,5.67673182463332,3.16595881993572,8.9853922651217,9.664017453968,5.726575870181,2.5863498988344,7.750171957591,6.439870067172,6.02639878484422,6.84180263076425,0.603805560976534,5.6069897766664,3.42984808285372,8.77668553341686,3.30972021786814,6.190433667896,8.14476154461804,4.25941393147025,8.56242243225556,9.18061379616385,3.9317029085008,4.4482597248085,7.46230582517136,0.122933080493944,0.0478938402357301,6.2884543562772,0.0515306052460005,3.9497398181378,4.9409127294727,5.04508965096093,4.8378835519618,8.54074772705971,9.8617448067272,4.6575507663186,2.638011058896,1.28010498788381,4.99800391733165,2.48164079320334,0.271683487147602,2.80114222029875,4.3638334229432,5.82437222806878,9.2585778935983,4.0847047008174,1.615523802908,0.747318436519561,2.14384649171288,3.123759639325,5.28976839589195,6.883798304029,5.881412602968,6.747704108366,7.055514989303,6.9571969457172,5.187899916863,2.27023445221828,10.4152984633563,10.7638729991366,7.333003421355,7.2989473493174,0.800538125178701,2.72975422769668,0.689257992778219,6.85308007869286,1.1033865578394,2.5858449321136,0.529175454361999,2.2535446433238,6.4962342457071,6.7781843637576,10.6713111727828,1.45566476870684,4.614977457848,2.8862778127546,11.5026521283665,7.83222763359458,7.8632432771644,3.83947043160282,0.438512663973799
15,0.760367816455,2.23845246549712,2.53883035242,2.4415734707,0.66352361439376,7.505774467557,3.3555688090788,5.7418832822774,9.458923048762,2.061116825896,2.113863356648,3.96746147562524,1.386666291768,1.207414875,1.441963210459,3.852430648461,4.19661037205243,2.252727049914,3.276264940362,2.94551850986812,2.111144414332,1.14058834007426,3.3377199871208,2.833056800542,4.359059136566,4.7750294292475,4.6171873786871,4.9650305401912,2.3774383402446,7.60158794041666,1.825410693092,4.4758152809404,5.305711312451,0.9070494393478,0.856052317955999,3.67157608863753,4.234762740106,0.590587223453319,2.501958009487,6.9125448923452,6.31487003689319,3.02473669722804,1.96619269944756,4.2423202017092,3.46315043906363,0.649647992517119,3.31897507969,1.1253703088044,1.34240226527422,2.4074571869521,4.34003213161028,1.42123335665,0.330037052718001,0.0508761098316004,0.4674086770799,4.436545706279,0.732790895522509,0.257351132818711,2.388521168659,5.13775714084596,5.67325205602,2.2271264756167,2.8138176990804,2.72831347126716,0.985835097894599,2.30345759782402,1.370156293993,3.8427624248717,2.997127393063,3.09477819764342,4.297574059342,3.9386254632709,2.785634959089,4.8771668447759,2.2349239384099,6.020140123547,9.2415005622304,0.8138987908172,2.48404771719674,1.8034644655236,4.182837765475,0.117934765980201,1.3376375090544,0.501410783533999,0.6099557152657,5.7922367182156,6.813798494774,2.66270559215196,0.608609003358,3.101616846951,2.7626347152374,1.1601635771128,0.27382632308197,6.02503944725102,0.5052450253958,3.10163191970557,8.13295221076859,0.0640884119539997,0.3812380560532,1.71260646010728
17,1.769184393757,1.5636152227926,1.71309412015752,1.181156260556,0.535805132234,4.353896634654,2.3999268363595,2.221926552215,7.4095189082133,2.65297494035372,4.972719406984,0.889691761918801,2.03823459337,1.0403703144697,1.64759238362696,1.761389342339,3.887931009084,2.692434963901,2.0163580615587,3.56273982021638,4.3525524437018,1.50689195595,0.0969821983400028,0.992883437589999,4.55991306296243,0.684575476433999,1.51711079138,0.222527075496002,1.844538836688,3.07086970025648,3.7475985957061,4.0445981425402,3.7704543574654,3.296658751818,3.7343297089951,3.2708455282599,1.5735628343892,3.1098148453444,0.749483164542902,3.73908098078664,1.4344552889666,1.72500315479,0.3032998677718,1.41073604025,1.249797562145,2.6103029170628,1.271775699836,0.303458184433969,1.9601180864346,3.6541248897865,0.0379798390940991,1.98237636505816,3.82989393162645,4.416593679373,0.0660011274294519,0.184266333365001,0.324995034119,0.357521053054899,2.2760240583352,1.344316336449,4.171129766253,1.40412066286,1.53153147874794,1.8338347487624,2.4388635747666,1.4665073036028,2.6743842196188,2.9705639002932,2.50206615489222,0.0236712057789994,2.007173938902,0.8665445494434,2.2801500909215,0.109594403863371,0.164616607232,0.739898609912231,2.7125004309019,2.24453628172626,5.5180165524847,2.818254224024,2.892509977371,5.002203958079,2.8750363753752,4.83458089939,0.101456955704181,4.59880000984828,1.46641912968851,5.4138960419246,0.576733912857339,0.73481810902515,0.6448271016404,2.93385658083036,6.50980808558,2.136441931158,1.75812329156686,0.630454180930951,1.25364484938286,5.28862495985769,4.36830367002377,0.0594782070261992
23,1.06133814912773,1.2377635693296,1.44413921986044,0.652676963146941,2.6021085202407,0.332702567118,2.2907542859722,3.58151520028042,0.976901281737588,1.03166193405796,3.93647922833017,4.33476892863498,1.63946002137596,4.15279555577544,4.5773639492348,2.43457049136785,3.49504708629195,4.22742790496453,1.88903718517864,0.7244708282894,4.37790010379444,2.6262695017175,13.0315521447768,4.507704429662,4.5891140454076,2.7420424531737,0.396960333324316,5.265701597323,2.29129163600167,8.796230135542,3.45182451141582,0.818736733835999,2.50398318616,0.607531390562999,1.49201154993828,0.386995728058698,2.349813767265,5.3428203039675,6.46793022286296,10.3400412013694,4.100952247244,3.9265373337992,6.70062262123806,2.06656681063667,5.1012629529164,1.642243490638,1.66122871371,4.1706702849044,2.05613829517941,1.30893870483132,2.02977051775266,5.46285164878734,2.10085393190805,1.99411501608009,3.82796465128603,6.36308610977756,5.03526956086443,4.4793042503984,4.9275740671478,1.1144739057872,4.83036952843439,3.13342344519852,7.5301145346632,1.12927476151,0.6154099224203,0.83509800263178,0.63092564488624,0.499751566492998,0.879824402604999,2.150202924848,2.1332931217221,2.59452492479342,3.69389311531678,4.77679384979864,1.8636568863088,1.3826032978224,5.91178135780482,3.71794516304975,0.939154646982301,2.76916424821987,1.466186821528,5.39408118641428,5.48399115522719,4.5918129271654,4.5520592577119,5.55918590166142,5.5792565522372,7.938594169194,4.74089862796648,0.484936940622599,0.06144816226176,0.233762121766801,0.8025442085679,4.1656640083099,0.67457516696534,2.50499937237498,0.858786330441849,3.53367791003075,2.5535665088868,0.5903926695776
